1	556.5	3405
2	359.5	3240
3	793.5	3270
4	559.5	3172
5	431.5	2976
6	708.5	3004
7	327.5	2693
8	536.5	2752
9	745.5	2826
10	718.5	2584
11	567.5	2389
12	525.5	2163
13	789.5	2086
14	545.5	1968
15	794.5	1903
16	543.5	1750
17	241.5	1648
18	907.5	1686
19	418.5	1543
20	726.5	1526
21	430.5	1321
22	543.5	1133
23	859.5	1110
24	520.5	912
25	444.5	657
26	755.5	770
27	436.5	441
28	801.5	541
29	593.5	197
30	754.5	359
31	1129.5	3443
32	1120.5	3151
33	1322.5	3256
34	1452.5	3013
35	1681.5	3396
36	1602.5	3206
37	1866.5	3197
38	1708.5	2996
39	1151.5	2821
40	1499.5	2789
41	1135.5	2491
42	1386.5	2632
43	1628.5	2622
44	1506.5	2492
45	1809.5	2689
46	1233.5	2318
47	1038.5	2015
48	1011.5	1847
49	1262.5	2049
50	1253.5	1795
51	1441.5	2146
52	1604.5	1995
53	1831.5	1870
54	1099.5	1553
55	1152.5	1224
56	3446.5	1545
57	1325.5	1490
58	1605.5	1711
59	1535.5	1451
60	1848.5	1672
61	1743.5	1525
62	1115.5	828
63	1393.5	1037
64	1411.5	767
65	1736.5	1165
66	1665.5	875
67	1676.5	633
68	1961.5	1181
69	1813.5	995
70	2027.5	730
71	1036.5	328
72	1404.5	569
73	1461.5	381
74	1696.5	404
75	1623.5	222
76	2310.5	3404
77	2338.5	3223
78	2122.5	3009
79	2572.5	3385
80	2636.5	3158
81	2853.5	3398
82	2940.5	3290
83	2050.5	2777
84	2098.5	2596
85	2006.5	2458
86	2361.5	2996
87	2310.5	2868
88	2588.5	2952
89	2542.5	2778
90	2451.5	2629
91	2905.5	2908
92	2813.5	2763
93	2591.5	2497
94	2783.5	2580
95	2911.5	2431
96	2693.5	2351
97	2468.5	1948
98	2781.5	2113
99	2106.5	1650
100	2187.5	1256
101	2403.5	1649
102	2324.5	1483
103	2664.5	1668
104	2524.5	1491
105	2965.5	1774
106	2827.3	1475.5
107	2214.5	687
108	2331.5	829
109	2686.5	866
110	2513.5	721
111	2760.5	681
112	2081.5	496
113	2505.5	570
114	2333.5	401
115	2293.5	191
116	2525.5	327
117	2729.5	414
118	2819.5	229
119	3189.5	3351
120	3445.5	3336
121	3369.5	3049
122	3820.5	3422
123	3727.5	3172
124	3064.5	2831
125	3298.5	2868
126	3219.5	2700
127	3178.5	2490
128	3532.5	2900
129	3552.5	2597
130	3776.5	2993
131	3716.5	2733
132	3852.5	2535
133	3307.5	2267
134	3146.5	2153
135	3046.5	2002
136	3641.5	2366
137	3571.5	2135
138	3405.5	1991
139	3290.5	1728
140	3128.5	1552
141	3224.5	1251
142	3667.5	1686
143	3625.5	1881
144	3724.5	1530
145	4018.5	1619
146	3815.5	1272
147	3554.5	1258
148	3094.5	991
149	3065.5	624
150	3349.5	1025
151	3314.5	784
152	3839.5	1092
153	3845.5	946
154	3691.5	822
155	3959.5	809
156	3989.5	645
157	3248.5	435
158	3473.5	604
159	3515.5	455
160	3507.5	237
161	3767.5	476
162	4196.5	3355
163	4042.5	3147
164	4500.5	3300
165	4354.5	3099
166	4749.5	3355
167	4622.5	3056
168	4895.5	3171
169	4164.5	2945
170	4041.5	2780
171	4122.5	2568
172	4340.5	2813
173	4585.5	2863
174	4641.5	2670
175	4605.5	2447
176	4908.5	2771
177	4973.5	2528
178	4024.5	2321
179	4070.5	1834
180	4391.5	2363
181	4313.5	2146
182	4188.5	1982
183	4378.5	1964
184	4587.5	2235
185	4572.5	2068
186	4558.5	1854
187	4827.5	2364
188	4800.5	2136
189	4875.5	1800
190	4052.5	1362
191	4306.5	1769
192	4394.5	1481
193	4340.5	1201
194	4598.5	1636
195	4515.5	1389
196	4864.5	1580
197	4777.5	1336
198	4083.5	1026
199	4301.5	992
200	4308.5	788
201	4569.5	918
202	4505.5	648
203	4786.5	1087
204	4766.5	772
205	4197.5	543
206	4127.5	367
207	4426.5	433
208	4474.5	218
209	4874.5	614
210	4726.5	345
211	4781.5	110
212	4966.5	396
213	5105.5	3289
214	5018.5	3016
215	5243.5	3415
216	5372.5	3256
217	5289.5	3068
218	5660.5	3236
219	5183.5	2697
220	5426.5	2919
221	5412.5	2738
222	5648.5	2697
223	5460.5	2568
224	5040.5	2264
225	5146.5	1934
226	5281.5	2343
227	5257.5	2146
228	5569.5	2368
229	5542.5	2182
230	5475.5	2027
231	5547.5	1834
232	5077.5	1718
233	5157.5	1533
234	5053.5	1328
235	5362.5	1727
236	5605.5	1725
237	5523.5	1482
238	5729.5	1301
239	5041.5	1110
240	4979.5	889
241	5038.5	733
242	5336.5	1099
243	5338.5	871
244	5639.5	918
245	5560.5	689
246	5212.5	396
247	5405.5	572
248	5644.5	287
249	5865.5	583
250	312.35	988.65
251	4579.5	3443
252	5168.5	201
